Date,Transaction Description,Category,Amount,Type,Month,Year,Day_of_Week,Is_Weekend,Cumulative_Monthly_Expense,Expense_Category_Ratio,Transaction_Type,Absolute_Amount
2021-03-29,Land region back nor article.,Rent,869.43,Expense,3,2021,Monday,False,55063.82,0.0053643554397740465,Income,869.43
2021-03-30,Dark mr clearly take.,Health & Fitness,1625.42,Expense,3,2021,Tuesday,False,56689.24,0.011194810586603888,Income,1625.42
2021-04-01,Quite response.,Health & Fitness,1343.33,Expense,4,2021,Thursday,False,1343.33,0.009251962511414033,Income,1343.33
2021-04-02,Together knowledge.,Shopping,1737.5,Expense,4,2021,Friday,False,3080.83,0.011829324128587306,Income,1737.5
2021-04-03,Car indeed nor next.,Travel,1204.82,Expense,4,2021,Saturday,True,4285.65,0.00710817527473367,Income,1204.82
2021-04-03,How staff.,Entertainment,317.91,Expense,4,2021,Saturday,True,4603.5599999999995,0.0021456416262169587,Income,317.91
2021-04-03,Authority interest red must art.,Rent,706.73,Expense,4,2021,Saturday,True,5310.29,0.004360501615945518,Income,706.73
2021-04-08,All important shoulder she.,Rent,1527.59,Expense,4,2021,Thursday,False,6837.88,0.009425181700935596,Income,1527.59
2021-04-08,Year him thank trade.,Shopping,1691.86,Expense,4,2021,Thursday,False,8529.74,0.011518595867736242,Income,1691.86
2021-04-09,Radio product.,Food & Drink,1221.9,Expense,4,2021,Friday,False,9751.64,0.007661132539724687,Income,1221.9
2021-04-11,President girl condition.,Travel,67.62,Expense,4,2021,Sunday,True,9819.26,0.00039894325465836456,Income,67.62
2021-04-11,More road development about.,Travel,1843.86,Expense,4,2021,Sunday,True,11663.119999999999,0.010878371924495298,Income,1843.86
2021-04-12,Leg rest interest.,Utilities,1741.03,Expense,4,2021,Monday,False,13404.15,0.011857133604710137,Income,1741.03
2021-04-13,Easy get every.,Shopping,148.47,Expense,4,2021,Tuesday,False,13552.619999999999,0.0010108200019403495,Income,148.47
2021-04-18,Special information.,Food & Drink,192.6,Expense,4,2021,Sunday,True,13745.22,0.001207573555242634,Income,192.6
2021-04-19,Deal beyond almost.,Shopping,845.47,Expense,4,2021,Monday,False,14590.69,0.00575616614158084,Income,845.47
2021-04-19,Scientist i doctor.,Health & Fitness,630.16,Expense,4,2021,Monday,False,15220.85,0.004340122454045296,Income,630.16
2021-04-19,Cell year.,Rent,1767.85,Expense,4,2021,Monday,False,16988.7,0.010907578257254233,Income,1767.85
2021-04-19,Five our pull fly few.,Investment,1168.0,Income,4,2021,Monday,False,18156.7,0.0032153986764009556,Income,1168.0
2021-04-21,Determine feel article we they.,Shopping,976.47,Expense,4,2021,Wednesday,False,19133.17,0.006648046119045552,Income,976.47
2021-04-23,Quickly new another general poor.,Travel,438.98,Expense,4,2021,Friday,False,19572.15,0.0025898862752133816,Income,438.98
2021-04-23,Five indicate chance heavy senior.,Health & Fitness,865.53,Expense,4,2021,Friday,False,20437.68,0.005961194280261878,Income,865.53
2021-04-24,Support feeling remain.,Salary,1058.6,Expense,4,2021,Saturday,True,21496.28,0.0071021455040822575,Income,1058.6
2021-04-27,None whose.,Entertainment,796.57,Expense,4,2021,Tuesday,False,22292.85,0.0053762188990457765,Income,796.57
2021-04-27,Care drug data position two.,Food & Drink,416.8,Expense,4,2021,Tuesday,False,22709.65,0.0026132744435365,Income,416.8
2021-04-27,Movie stop.,Utilities,1530.68,Expense,4,2021,Tuesday,False,24240.33,0.010424563198829263,Income,1530.68
2021-04-30,Help painting always.,Rent,25.38,Expense,4,2021,Friday,False,24265.71,0.00015659379255542747,Income,25.38
2021-05-02,Source onto provide.,Utilities,267.08,Expense,5,2021,Sunday,True,267.08,0.0018189251438206022,Income,267.08
2021-05-04,Decade trade field training.,Entertainment,1005.52,Expense,5,2021,Tuesday,False,1272.6,0.006786466509369558,Income,1005.52
2021-05-04,While bring yourself.,Health & Fitness,153.43,Expense,5,2021,Tuesday,False,1426.03,0.001056723670376047,Income,153.43
2021-05-06,Receive region however.,Food & Drink,878.08,Expense,5,2021,Thursday,False,2304.1099999999997,0.005505431917899544,Income,878.08
2021-05-07,Focus executive letter possible final.,Rent,1725.6,Expense,5,2021,Friday,False,4029.71,0.010646897101404476,Income,1725.6
2021-05-07,Third letter sort reveal seven.,Shopping,1421.9,Expense,5,2021,Friday,False,5451.61,0.009680642289748657,Income,1421.9
2021-05-07,Have including none.,Rent,816.01,Expense,5,2021,Friday,False,6267.62,0.005034755739288982,Income,816.01
2021-05-10,Administration network once.,Utilities,1604.63,Expense,5,2021,Monday,False,7872.25,0.01092819325119385,Income,1604.63
2021-05-11,Charge form here.,Health & Fitness,185.38,Expense,5,2021,Tuesday,False,8057.63,0.001276773994748821,Income,185.38
2021-05-11,Nearly want front shake.,Entertainment,877.0,Expense,5,2021,Tuesday,False,8934.63,0.005919057928949302,Income,877.0
2021-05-12,Leave run goal cause.,Rent,797.58,Expense,5,2021,Wednesday,False,9732.21,0.0049210432256248165,Income,797.58
2021-05-14,Contain threat wrong whatever.,Health & Fitness,450.93,Expense,5,2021,Friday,False,10183.14,0.003105705563987948,Income,450.93
2021-05-14,Stuff avoid.,Rent,1025.86,Expense,5,2021,Friday,False,11209.0,0.0063295235630776514,Income,1025.86
2021-05-15,Include successful.,Investment,3362.0,Income,5,2021,Saturday,True,14571.0,0.009255282833955492,Income,3362.0
2021-05-17,Religious across.,Utilities,480.18,Expense,5,2021,Monday,False,15051.18,0.0032702241858610782,Income,480.18
2021-05-19,Health pay project pattern.,Investment,1921.0,Income,5,2021,Wednesday,False,16972.18,0.005288339775142326,Income,1921.0
2021-05-22,Administration mother in admit.,Rent,362.52,Expense,5,2021,Saturday,True,17334.7,0.0022367368667136943,Income,362.52
2021-05-23,Within admit spend purpose south.,Salary,933.27,Expense,5,2021,Sunday,True,18267.97,0.006261306758544161,Income,933.27
2021-05-24,Truth modern.,Salary,1365.46,Expense,5,2021,Monday,False,19633.43,0.009160868694506103,Income,1365.46
2021-05-24,People education great.,Health & Fitness,1729.85,Expense,5,2021,Monday,False,21363.28,0.011914054886267386,Income,1729.85
2021-05-24,Health image.,Utilities,885.13,Expense,5,2021,Monday,False,22248.41,0.00602810099052692,Income,885.13
2021-05-25,Wrong difficult range.,Travel,1594.7,Expense,5,2021,Tuesday,False,23843.11,0.009408382256783407,Income,1594.7
2021-05-25,Behavior here.,Health & Fitness,1019.6,Expense,5,2021,Tuesday,False,24862.71,0.0070223258444594774,Income,1019.6
2021-05-27,Argue act commercial matter.,Salary,84.84,Expense,5,2021,Thursday,False,24947.55,0.0005691914080543537,Income,84.84
2021-05-27,Not teach believe month.,Travel,162.69,Expense,5,2021,Thursday,False,25110.24,0.0009598355235192151,Income,162.69
2021-05-29,Deep test thought.,Rent,1233.87,Expense,5,2021,Saturday,True,26344.11,0.007612938645404463,Income,1233.87
2021-05-30,Another avoid understand.,Salary,1164.86,Expense,5,2021,Sunday,True,27508.97,0.007815043653774096,Income,1164.86
2021-05-31,Probably conference sure administration debate.,Food & Drink,904.97,Expense,5,2021,Monday,False,28413.94,0.0056740282465624434,Income,904.97
2021-05-31,Up federal nor note.,Entertainment,649.84,Expense,5,2021,Monday,False,29063.78,0.0043859071887667215,Income,649.84
2021-06-02,Forward sense cause write right.,Utilities,1915.87,Expense,6,2021,Wednesday,False,1915.87,0.013047866239671923,Income,1915.87
2021-06-02,Approach join stuff future.,Health & Fitness,1964.95,Expense,6,2021,Wednesday,False,3880.8199999999997,0.013533267132278001,Income,1964.95
2021-06-03,Ahead event yeah make.,Investment,820.0,Income,6,2021,Thursday,False,4700.82,0.002257386057062315,Income,820.0
2021-06-06,Wait it quickly produce beat.,Salary,1982.06,Expense,6,2021,Sunday,True,6682.88,0.013297636990195805,Income,1982.06
2021-06-06,Require bank child.,Utilities,734.16,Expense,6,2021,Sunday,True,7417.04,0.004999932917430483,Income,734.16
2021-06-06,First blood accept final.,Shopping,823.45,Expense,6,2021,Sunday,True,8240.49,0.005606248606437536,Income,823.45
2021-06-09,Bill beautiful issue.,Food & Drink,1580.56,Expense,6,2021,Wednesday,False,9821.05,0.009909877769856166,Income,1580.56
2021-06-11,Mention billion bed never others.,Rent,666.08,Expense,6,2021,Friday,False,10487.13,0.004109692409193031,Income,666.08
2021-06-11,Activity including single right.,Shopping,575.45,Expense,6,2021,Friday,False,11062.58,0.003917804068947088,Income,575.45
2021-06-14,Occur college herself.,Utilities,673.39,Expense,6,2021,Monday,False,11735.97,0.004586064110369011,Income,673.39
2021-06-15,Feeling manage as.,Utilities,1834.33,Expense,6,2021,Tuesday,False,13570.3,0.012492545151506834,Income,1834.33
2021-06-16,Inside machine baby.,Shopping,266.61,Expense,6,2021,Wednesday,False,13836.91,0.0018151459602432586,Income,266.61
2021-06-20,Result many pattern.,Rent,626.07,Expense,6,2021,Sunday,True,14462.98,0.0038628319820794513,Income,626.07
2021-06-20,Career according.,Health & Fitness,1628.24,Expense,6,2021,Sunday,True,16091.22,0.0112142328687551,Income,1628.24
2021-06-22,Success here television key.,Rent,1295.59,Expense,6,2021,Tuesday,False,17386.81,0.007993749081831609,Income,1295.59
2021-06-23,Carry fly water cut fire.,Health & Fitness,46.28,Expense,6,2021,Wednesday,False,17433.09,0.0003187458219709539,Income,46.28
2021-06-24,Fact reason make office.,Entertainment,690.05,Expense,6,2021,Thursday,False,18123.14,0.0046572929576641576,Income,690.05
2021-06-26,Heavy staff hotel box.,Entertainment,460.82,Expense,6,2021,Saturday,True,18583.96,0.0031101713509902136,Income,460.82
2021-06-27,Or nation race.,Investment,2923.0,Income,6,2021,Sunday,True,21506.96,0.008046755420479447,Income,2923.0
2021-06-28,Well left.,Rent,1020.3,Expense,6,2021,Monday,False,22527.26,0.0062952185399646424,Income,1020.3
2021-06-28,Something story attorney summer.,Food & Drink,1327.24,Expense,6,2021,Monday,False,23854.5,0.008321598782244205,Income,1327.24
2021-06-28,Cause field education child.,Utilities,1198.52,Expense,6,2021,Monday,False,25053.02,0.00816241636727523,Income,1198.52
2021-06-28,Available wrong look husband.,Investment,1856.0,Income,6,2021,Monday,False,26909.02,0.005109400636472751,Income,1856.0
2021-06-29,Myself so growth time.,Food & Drink,827.61,Expense,6,2021,Tuesday,False,27736.63,0.005188992471725631,Income,827.61
2021-07-04,Point be shoulder price great.,Entertainment,1939.48,Expense,7,2021,Sunday,True,1939.48,0.013089959489211623,Income,1939.48
2021-07-04,Worker quality hundred sell whole.,Salary,475.67,Expense,7,2021,Sunday,True,2415.15,0.0031912691780906933,Income,475.67
2021-07-04,Action else.,Salary,1808.91,Expense,7,2021,Sunday,True,4224.06,0.012135973950301755,Income,1808.91
2021-07-06,Newspaper reach determine hear leg.,Other,4282.0,Income,7,2021,Tuesday,False,8506.060000000001,0.011546914395890355,Income,4282.0
2021-07-07,General agency bit.,Shopping,1010.78,Expense,7,2021,Wednesday,False,9516.84,0.006881636974212073,Income,1010.78
2021-07-09,Break wait.,Utilities,1635.61,Expense,7,2021,Friday,False,11152.45,0.011139179850548207,Income,1635.61
2021-07-09,Find lay deal lot.,Utilities,1747.27,Expense,7,2021,Friday,False,12899.720000000001,0.01189963058275956,Income,1747.27
2021-07-10,Just recent.,Other,3540.0,Income,7,2021,Saturday,True,16439.72,0.009546024512249384,Income,3540.0
2021-07-10,Feel special.,Rent,1425.69,Expense,7,2021,Saturday,True,17865.41,0.008796461942803285,Income,1425.69
2021-07-11,Support possible.,Rent,577.28,Expense,7,2021,Sunday,True,18442.69,0.0035617992342946085,Income,577.28
2021-07-11,Might necessary former.,Travel,904.15,Expense,7,2021,Sunday,True,19346.84,0.005334287839387168,Income,904.15
2021-07-11,Discussion if continue policy.,Shopping,192.51,Expense,7,2021,Sunday,True,19539.35,0.0013106550722269596,Income,192.51
2021-07-12,Ahead pass culture or.,Salary,1770.41,Expense,7,2021,Monday,False,21309.760000000002,0.011877677519253988,Income,1770.41
2021-07-13,Relate day.,Shopping,115.98,Expense,7,2021,Tuesday,False,21425.74,0.0007896201510408955,Income,115.98
2021-07-14,Big the cost for leader.,Entertainment,778.47,Expense,7,2021,Wednesday,False,22204.21,0.005254058182382171,Income,778.47
2021-07-15,Month police others particularly.,Investment,730.0,Income,7,2021,Thursday,False,22934.21,0.0020096241727505975,Income,730.0
2021-07-19,Girl suddenly.,Rent,1679.96,Expense,7,2021,Monday,False,24614.170000000002,0.010365299753404883,Income,1679.96
2021-07-19,Try opportunity public.,Utilities,283.82,Expense,7,2021,Monday,False,24897.99,0.0019329314599339648,Income,283.82
2021-07-23,Draw bring health.,Salary,1395.18,Expense,7,2021,Friday,False,26293.170000000002,0.009360260121278562,Income,1395.18
2021-07-23,Home others offer institution main.,Other,4174.0,Income,7,2021,Friday,False,30467.17,0.011255679749753934,Income,4174.0
2021-07-24,Never majority cell.,Rent,47.82,Expense,7,2021,Saturday,True,30514.99,0.00029504787864462336,Income,47.82
2021-07-28,People tend weight machine.,Utilities,1102.12,Expense,7,2021,Wednesday,False,31617.11,0.0075058925397167965,Income,1102.12
2021-07-29,White measure manager range.,Shopping,231.26,Expense,7,2021,Thursday,False,31848.37,0.001574474531209842,Income,231.26
2021-08-02,Major bar air set.,Travel,252.48,Expense,8,2021,Monday,False,252.48,0.001489576943746582,Income,252.48
2021-08-06,Ever mrs.,Salary,134.99,Expense,8,2021,Friday,False,387.47,0.0009056476682373551,Income,134.99
2021-08-07,Not significant manager member.,Salary,1197.51,Expense,8,2021,Saturday,True,1584.98,0.008034092445299023,Income,1197.51
2021-08-07,Environmental myself.,Investment,1676.0,Income,8,2021,Saturday,True,3260.98,0.004613876867849317,Income,1676.0
2021-08-08,State among rest national wrong.,Food & Drink,1233.47,Expense,8,2021,Sunday,True,4494.45,0.007733674730971609,Income,1233.47
2021-08-09,Fear yourself last.,Shopping,382.75,Expense,8,2021,Monday,False,4877.2,0.0026058554303405993,Income,382.75
2021-08-11,Keep yes.,Health & Fitness,144.68,Expense,8,2021,Wednesday,False,5021.88,0.0009964594970345206,Income,144.68
2021-08-13,Specific onto go.,Food & Drink,787.0,Expense,8,2021,Friday,False,5808.88,0.0049343737693455505,Income,787.0
2021-08-13,Pattern size spend.,Shopping,1962.27,Expense,8,2021,Friday,False,7771.15,0.01335961315557008,Income,1962.27
2021-08-15,Go exactly much food region.,Food & Drink,720.62,Expense,8,2021,Sunday,True,8491.77,0.004518180972891729,Income,720.62
2021-08-16,Environment teach world quickly believe.,Investment,1349.0,Income,8,2021,Monday,False,9840.77,0.0037136753548500765,Income,1349.0
2021-08-18,Yeah term.,Health & Fitness,275.49,Expense,8,2021,Wednesday,False,10116.26,0.0018973916701551016,Income,275.49
2021-08-20,Economic represent stock.,Health & Fitness,1628.88,Expense,8,2021,Friday,False,11745.14,0.011218640762576651,Income,1628.88
2021-08-21,Central plan physical heart.,Other,4420.0,Income,8,2021,Saturday,True,16165.14,0.01191904755484245,Income,4420.0
2021-08-21,Idea seek.,Utilities,135.57,Expense,8,2021,Saturday,True,16300.710000000001,0.0009232877106026623,Income,135.57
2021-08-22,Wear force able similar.,Salary,83.6,Expense,8,2021,Sunday,True,16384.31,0.0005608722502751528,Income,83.6
2021-08-23,Play recently sure somebody.,Entertainment,1772.72,Expense,8,2021,Monday,False,18157.03,0.011964461085298755,Income,1772.72
2021-08-24,Why station manager.,Travel,1035.61,Expense,8,2021,Tuesday,False,19192.64,0.006109873172977653,Income,1035.61
2021-08-25,Front official not.,Salary,514.09,Expense,8,2021,Wednesday,False,19706.73,0.0034490288892817383,Income,514.09
2021-08-27,Thus several animal phone.,Entertainment,579.36,Expense,8,2021,Friday,False,20286.09,0.003910222806973852,Income,579.36
2021-08-29,Buy tax.,Food & Drink,1732.94,Expense,8,2021,Sunday,True,22019.03,0.010865277865120303,Income,1732.94
2021-09-05,A when dark read.,Rent,1600.69,Expense,9,2021,Sunday,True,1600.69,0.009876206375317068,Income,1600.69
2021-09-06,City usually ever.,Shopping,1489.18,Expense,9,2021,Monday,False,3089.87,0.010138700952983968,Income,1489.18
2021-09-09,Bar professor power.,Shopping,684.68,Expense,9,2021,Thursday,False,3774.55,0.0046614685722941905,Income,684.68
2021-09-09,Personal rise sense investment.,Other,3509.0,Income,9,2021,Thursday,False,7283.55,0.009462429382339854,Income,3509.0
2021-09-09,Ability live.,Travel,1604.28,Expense,9,2021,Thursday,False,8887.83,0.009464902167750977,Income,1604.28
2021-09-10,Difficult quite act receive stage.,Rent,866.91,Expense,9,2021,Friday,False,9754.74,0.005348807119945848,Income,866.91
2021-09-11,Local director become.,Utilities,1095.49,Expense,9,2021,Saturday,True,10850.23,0.007460739500539283,Income,1095.49
2021-09-11,Finish thing.,Rent,662.56,Expense,9,2021,Saturday,True,11512.79,0.004087974121179039,Income,662.56
2021-09-11,Similar send card year.,Salary,1209.22,Expense,9,2021,Saturday,True,12722.01,0.008112654814326797,Income,1209.22
2021-09-11,Most across.,Salary,709.58,Expense,9,2021,Saturday,True,13431.59,0.004760570949165586,Income,709.58
2021-09-15,Goal defense security turn.,Other,4063.0,Income,9,2021,Wednesday,False,17494.59,0.010956355252335945,Income,4063.0
2021-09-16,Beautiful beyond sell.,Food & Drink,159.33,Expense,9,2021,Thursday,False,17653.920000000002,0.0009989755688307835,Income,159.33
2021-09-16,White fire cause everybody.,Health & Fitness,1031.04,Expense,9,2021,Thursday,False,18684.96,0.007101116946519713,Income,1031.04
2021-09-17,Network outside parent.,Utilities,1906.05,Expense,9,2021,Friday,False,20591.01,0.012980987982549269,Income,1906.05
2021-09-17,Day parent country.,Other,785.0,Income,9,2021,Friday,False,21376.01,0.00211684441867677,Income,785.0
2021-09-19,Position six soldier.,Investment,3500.0,Income,9,2021,Sunday,True,24876.010000000002,0.009635184389900124,Income,3500.0
2021-09-19,History drop point audience.,Food & Drink,1214.14,Expense,9,2021,Sunday,True,26090.15,0.0076124784857855236,Income,1214.14
2021-09-19,Value car team nothing.,Health & Fitness,750.31,Expense,9,2021,Sunday,True,26840.46,0.005167635645700657,Income,750.31
2021-09-19,Raise several west side admit.,Utilities,1063.63,Expense,9,2021,Sunday,True,27904.09,0.007243759737613851,Income,1063.63
2021-09-20,Energy always.,Travel,506.73,Expense,9,2021,Monday,False,28410.82,0.0029895965015237073,Income,506.73
2021-09-21,Media pick may indeed.,Investment,4588.0,Income,9,2021,Tuesday,False,32998.82,0.01263035028024622,Income,4588.0
2021-09-28,Policy mrs.,Rent,530.94,Expense,9,2021,Tuesday,False,33529.76,0.0032758829085649593,Income,530.94
2021-10-01,Base bad tv.,Salary,437.0,Expense,10,2021,Friday,False,437.0,0.0029318322173473898,Income,437.0
2021-10-07,Force only shake power poor.,Salary,408.35,Expense,10,2021,Thursday,False,845.35,0.0027396194186585965,Income,408.35
2021-10-08,Role suffer around beat.,Investment,4203.0,Income,10,2021,Friday,False,5048.35,0.011570479997357207,Income,4203.0
2021-10-13,Law participant.,Other,1219.0,Income,10,2021,Wednesday,False,6267.35,0.003287176237410169,Income,1219.0
2021-10-13,Budget remain reduce.,Health & Fitness,1339.0,Expense,10,2021,Wednesday,False,7606.35,0.0092221403547776,Income,1339.0
2021-10-13,Well mission situation result.,Travel,1783.75,Expense,10,2021,Wednesday,False,9390.1,0.010523736032192513,Income,1783.75
2021-10-16,Camera sit environmental though.,Utilities,1589.46,Expense,10,2021,Saturday,True,10979.560000000001,0.010824879283724331,Income,1589.46
2021-10-20,Southern evening ask republican.,Rent,1970.41,Expense,10,2021,Wednesday,False,12949.970000000001,0.012157367012968472,Income,1970.41
2021-10-21,Baby lawyer growth matter note.,Entertainment,1582.84,Expense,10,2021,Thursday,False,14532.810000000001,0.010682920926178008,Income,1582.84
2021-10-22,Effort bill off.,Other,4328.0,Income,10,2021,Friday,False,18860.81,0.01167095878220772,Income,4328.0
2021-10-24,Scientist able teach.,Utilities,1227.78,Expense,10,2021,Sunday,True,20088.59,0.0083616890560134,Income,1227.78
2021-10-24,Animal hair turn.,Other,3761.0,Income,10,2021,Sunday,True,23849.59,0.010141976889991506,Income,3761.0
2021-10-27,Need trial.,Salary,1056.13,Expense,10,2021,Wednesday,False,24905.72,0.007085574278505947,Income,1056.13
2021-10-27,Focus indicate result.,Rent,259.4,Expense,10,2021,Wednesday,False,25165.12,0.0016004897473947154,Income,259.4
2021-10-30,Number budget.,Rent,905.45,Expense,10,2021,Saturday,True,26070.57,0.005586597693826312,Income,905.45
2021-11-03,Development middle animal.,Health & Fitness,265.39,Expense,11,2021,Wednesday,False,265.39,0.0018278295957837394,Income,265.39
2021-11-04,Theory tend.,Utilities,1537.89,Expense,11,2021,Thursday,False,1803.2800000000002,0.010473666277633166,Income,1537.89
2021-11-05,Beat lead hard factor.,Investment,1517.0,Income,11,2021,Friday,False,3320.2799999999997,0.004176164205565282,Income,1517.0
2021-11-05,Drug happy will young simply.,Travel,337.67,Expense,11,2021,Friday,False,3657.95,0.0019921793670584142,Income,337.67
2021-11-06,Character usually agency.,Entertainment,698.59,Expense,11,2021,Saturday,True,4356.54,0.004714931218454611,Income,698.59
2021-11-07,Player really act friend.,Travel,1693.41,Expense,11,2021,Sunday,True,6049.95,0.00999074973189916,Income,1693.41
2021-11-10,Billion morning draw.,Travel,259.09,Expense,11,2021,Wednesday,False,6309.04,0.001528574502357818,Income,259.09
2021-11-15,Win central.,Rent,1010.12,Expense,11,2021,Monday,False,7319.16,0.0062324082638332695,Income,1010.12
2021-11-16,Analysis discuss.,Investment,1902.0,Income,11,2021,Tuesday,False,9221.16,0.005236034488454296,Income,1902.0
2021-11-17,Red head window be.,Health & Fitness,1686.63,Expense,11,2021,Wednesday,False,10907.79,0.011616384306630726,Income,1686.63
2021-11-18,Card star avoid nothing.,Food & Drink,171.63,Expense,11,2021,Thursday,False,11079.42,0.0010760947522652818,Income,171.63
2021-11-18,Door end fire.,Travel,1305.75,Expense,11,2021,Thursday,False,12385.17,0.007703640265752137,Income,1305.75
2021-11-19,Fish evening avoid dark.,Shopping,1240.04,Expense,11,2021,Friday,False,13625.21,0.008442495017216348,Income,1240.04
2021-11-21,Choice clearly.,Other,2974.0,Income,11,2021,Sunday,True,16599.21,0.008019739237127024,Income,2974.0
2021-11-21,Image movie who debate.,Shopping,601.89,Expense,11,2021,Sunday,True,17201.1,0.004097814043024698,Income,601.89
2021-11-21,Enter build citizen rather.,Investment,1794.0,Income,11,2021,Sunday,True,18995.1,0.004938720227280235,Income,1794.0
2021-11-23,Structure foreign before.,Salary,934.24,Expense,11,2021,Tuesday,False,19929.34,0.006267814486806923,Income,934.24
2021-11-26,How any federal star.,Utilities,632.04,Expense,11,2021,Friday,False,20561.38,0.004304453526660077,Income,632.04
2021-11-27,Weight take.,Health & Fitness,1950.99,Expense,11,2021,Saturday,True,22512.37,0.013437119948295407,Income,1950.99
2021-11-28,Economic left sound cause activity.,Other,4718.0,Income,11,2021,Sunday,True,27230.37,0.012722639448811466,Income,4718.0
2021-12-01,Cup hundred rather.,Health & Fitness,491.06,Expense,12,2021,Wednesday,False,491.06,0.0033820942812674295,Income,491.06
2021-12-02,Only true avoid young cup.,Other,2530.0,Income,12,2021,Thursday,False,3021.06,0.006822441247455068,Income,2530.0
2021-12-03,Begin suggest speak.,Investment,2877.0,Income,12,2021,Friday,False,5898.0599999999995,0.007920121568497902,Income,2877.0
2021-12-03,Walk anything.,Shopping,504.06,Expense,12,2021,Friday,False,6402.12,0.003431763522449334,Income,504.06
2021-12-08,Start house ahead raise.,Utilities,1628.82,Expense,12,2021,Wednesday,False,8030.94,0.011092937145266862,Income,1628.82
2021-12-09,Democrat cost evidence third.,Health & Fitness,387.77,Expense,12,2021,Thursday,False,8418.71,0.0026707015424735693,Income,387.77
2021-12-09,People early far include nearly.,Other,4585.0,Income,12,2021,Thursday,False,13003.71,0.01236398937532865,Income,4585.0
2021-12-11,Evidence case.,Salary,56.12,Expense,12,2021,Saturday,True,13059.83,0.00037650897949092794,Income,56.12
2021-12-12,Eat yes myself affect him.,Salary,1933.71,Expense,12,2021,Sunday,True,14993.54,0.012973256926789065,Income,1933.71
2021-12-13,Name machine tree maybe.,Health & Fitness,106.83,Expense,12,2021,Monday,False,15100.37,0.0007357739014943174,Income,106.83
2021-12-13,Conference five despite.,Salary,578.64,Expense,12,2021,Monday,False,15679.01,0.0038820947236748136,Income,578.64
2021-12-15,Speak line.,Investment,4030.0,Income,12,2021,Wednesday,False,19709.010000000002,0.011094226597513572,Income,4030.0
2021-12-15,Yourself wind beyond prevent entire.,Other,3496.0,Income,12,2021,Wednesday,False,23205.010000000002,0.00942737336011973,Income,3496.0
2021-12-16,Offer work home.,Health & Fitness,100.03,Expense,12,2021,Thursday,False,23305.04,0.0006889400296403311,Income,100.03
2021-12-19,Door fish scene.,Investment,3469.0,Income,12,2021,Sunday,True,26774.04,0.009549844185303866,Income,3469.0
2021-12-20,Agreement red way nor none.,Rent,778.83,Expense,12,2021,Monday,False,27552.87,0.004805356322141197,Income,778.83
2021-12-20,My compare also argue.,Travel,1652.37,Expense,12,2021,Monday,False,29205.24,0.00974862268115708,Income,1652.37
2021-12-23,Money a.,Rent,266.04,Expense,12,2021,Thursday,False,29471.28,0.0016414583361483816,Income,266.04
2021-12-24,Future concern sort.,Other,3277.0,Income,12,2021,Friday,False,32748.28,0.00883681421656532,Income,3277.0
2021-12-26,Against only.,Health & Fitness,1512.38,Expense,12,2021,Sunday,True,34260.66,0.010416266340372328,Income,1512.38
2021-12-28,Suffer team.,Other,4596.0,Income,12,2021,Tuesday,False,38856.66,0.012393652163361064,Income,4596.0
2021-12-31,Relate product only from.,Investment,1622.0,Income,12,2021,Friday,False,40478.66,0.004465219737262286,Income,1622.0
2022-01-01,Wish run join.,Salary,1043.47,Expense,1,2022,Saturday,True,1043.47,0.007000638361179591,Income,1043.47
2022-01-03,Company why really up.,Investment,3186.0,Income,1,2022,Monday,False,4229.47,0.008770770704634799,Income,3186.0
2022-01-03,Program sport her.,Health & Fitness,333.38,Expense,1,2022,Monday,False,4562.85,0.002296099440982641,Income,333.38
2022-01-03,Concern ability reduce.,Travel,1191.51,Expense,1,2022,Monday,False,5754.360000000001,0.007029649177136763,Income,1191.51
2022-01-04,Surface side nothing consider.,Salary,1420.39,Expense,1,2022,Tuesday,False,7174.75,0.009529393966128282,Income,1420.39
2022-01-05,Determine not view cell seat.,Food & Drink,743.03,Expense,1,2022,Wednesday,False,7917.780000000001,0.004658688363197998,Income,743.03
2022-01-06,Word collection those become.,Shopping,1171.57,Expense,1,2022,Thursday,False,9089.35,0.007976334543498722,Income,1171.57
2022-01-08,Activity decide really go.,Food & Drink,1197.85,Expense,1,2022,Saturday,True,10287.2,0.007510342591627151,Income,1197.85
2022-01-09,Answer just.,Entertainment,1445.59,Expense,1,2022,Sunday,True,11732.79,0.009756591734902875,Income,1445.59
2022-01-13,This manage her.,Utilities,1053.22,Expense,1,2022,Thursday,False,12786.01,0.007172863336733319,Income,1053.22
2022-01-13,Big look tell prepare.,Shopping,304.07,Expense,1,2022,Thursday,False,13090.08,0.0020701827843335493,Income,304.07
2022-01-14,Later son almost.,Food & Drink,1149.41,Expense,1,2022,Friday,False,14239.49,0.007206630945646086,Income,1149.41
2022-01-16,End bit game thousand.,Entertainment,47.69,Expense,1,2022,Sunday,True,14287.18,0.0003218698661705727,Income,47.69
2022-01-16,Natural together.,Utilities,831.79,Expense,1,2022,Sunday,True,15118.97,0.005664833553162119,Income,831.79
2022-01-18,Order party lot all.,Salary,1746.91,Expense,1,2022,Tuesday,False,16865.88,0.011720016061341714,Income,1746.91
2022-01-18,Threat church big day couple.,Food & Drink,1414.49,Expense,1,2022,Tuesday,False,18280.37,0.008868643396444203,Income,1414.49
2022-01-21,Enter example down anyone occur.,Health & Fitness,1996.26,Expense,1,2022,Friday,False,20276.63,0.013748909562829223,Income,1996.26
